quiz_title,question_type,question_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,correct_answers,explanation,difficulty,tags,source,published,certification,certification_version,domain,module,objective_code,importance,source_name,source_url,permission_status,acceptable_answers,expected_concepts,rubric,rubric_version,answer_match_mode,min_concepts_for_pass,partial_credit
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,Which Linux command most directly queries DNS records?,curl,ping,dig,top,,,,,C,`dig` queries DNS information and is useful for name-resolution evidence.,,"M12Q011,linux_network,category:linux-network,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.9,job_critical,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,Which tool is intended to check/repair a Linux filesystem and should be used with an appropriate procedure rather than as a casual first command?,mount,nano,ip,fsck,,,,,D,`fsck` checks and can repair filesystems; use it with correct filesystem state/procedure.,,"M12Q012,linux_filesystem,category:linux-filesystem,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.9,job_critical,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,An application is documented as 64-bit only and the endpoint OS is 32-bit. What is the correct first conclusion?,The application/OS combination is not supported as specified,Increase monitor resolution,Disable the firewall,Mount the installer twice,,,,,A,Architecture compatibility is a basic installation requirement; a 64-bit-only application cannot be made supported by unrelated changes.,,"M12Q013,app_compatibility,category:app-compatibility,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.10,job_critical,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,A graphics application requires a dedicated GPU with 6 GB VRAM. The laptop has only integrated graphics using shared memory. What should the technician do before installation?,Assume integrated graphics is always equivalent,Treat the graphics/VRAM requirement as unmet and use the approved hardware/software path,Change DNS,Assign a cloud storage license,,,,,B,Documented dedicated-GPU/VRAM requirements must be satisfied or formally supported by the vendor/organization.,,"M12Q014,app_requirements,category:app-requirements,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.10,job_critical,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,Which distribution method is a single mountable image that can contain a full optical-disc style file structure?,External hardware token,Image deployment only,ISO file,Mapped drive,,,,,C,An ISO is a mountable disc-image file used to distribute installation media/content.,,"M12Q015,app_distribution,category:app-distribution,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.10,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,A department requests a new application that meets hardware requirements but will generate heavy network traffic during business hours. What must be considered before rollout?,Only the desktop wallpaper,Whether the user prefers dark mode,Whether the installer is named setup.exe,Operational/network/business impact and the approved deployment plan,,,,,D,"Objective 1.10 includes device, network, operation, and business impact considerations.",,"M12Q016,app_impact,category:app-impact,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.10,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,A user can sign in to the company portal but the desktop productivity suite says the account is not entitled to use the apps. What should be checked first?,Licensing assignment for that user/service,Replace the SSD,Change the subnet mask,Disable FileVault,,,,,A,Successful identity sign-in does not prove the required cloud license/entitlement is assigned.,,"M12Q017,cloud_licensing,category:cloud-licensing,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.11,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,A document is current in the web storage portal but stale on one computer; other users see the new version. What is the best first fault domain?,Provider-wide outage,That client’s sync/account/folder state,Email transport,The office printer,,,,,B,One stale client with a current provider copy points toward the local sync/account/folder configuration first.,,"M12Q018,cloud_sync,category:cloud-sync,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.11,job_critical,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,Which concept keeps user identity information consistent across connected directories/services?,FileVault,Image deployment,Identity synchronization,Time Machine,,,,,C,Identity synchronization coordinates identity information across connected systems/services.,,"M12Q019,cloud_identity,category:cloud-identity,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.11,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,Which is an example of a cloud collaboration tool covered by objective 1.11?,BIOS flash utility,Filesystem checker,Bootloader,Videoconferencing,,,,,D,Videoconferencing is one of the collaboration-tool categories in objective 1.11.,,"M12Q020,cloud_collaboration,category:cloud-collaboration,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.11,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,A Mac user needs to restore yesterday’s version of a local document from an existing built-in backup. Which macOS feature is the best match?,Time Machine,FileVault,Keychain,Mission Control,,,,,A,Time Machine is macOS’s built-in backup/recovery feature.,,"M12Q021,macos_security_backup,category:macos-security-backup,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.8,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,Which macOS feature securely stores credentials and certificates for a user?,Spotlight,Keychain,Dock,Disk Utility,,,,,B,"Keychain stores credentials, keys, and certificates.",,"M12Q022,macos_tools,category:macos-tools,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.8,working_knowledge,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,A specialized application will not run unless a vendor USB license key is connected. Which application requirement is this?,Image deployment,Integrated graphics,External hardware token,Cloud identity synchronization,,,,,C,An external hardware token can be a documented prerequisite for application use/licensing.,,"M12Q023,app_requirements,category:app-requirements,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.10,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",single,"A replacement laptop signs in to web email normally, but the approved desktop suite reports “unlicensed.” Other users are unaffected. What is the best next check?",Reimage every workstation,Assume the provider is offline,Delete the user’s mailbox,Verify the user’s application license assignment and signed-in account,,,,,D,"The symptom is user/device specific and directly suggests entitlement/account state, not a broad outage.",,"M12Q024,cloud_licensing,category:cloud-licensing,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.11,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",multi,Which THREE are built-in macOS support/security/backup tools or features covered by objective 1.8?,Disk Utility,Time Machine,regedit,FileVault,,,,,"A,B,D","Disk Utility, Time Machine, and FileVault are macOS tools/features; regedit is a Windows Registry tool.",,"M12Q025,macos_tools,category:macos-tools,Foundation,question_style:foundation,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.8,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",multi,Which THREE Linux commands are useful for collecting basic information without inherently changing configuration?,pwd,ps,df,rm,,,,,"A,B,C","`pwd`, `ps`, and `df` are informational; `rm` deletes files.",,"M12Q026,linux_evidence,category:linux-evidence,Scenario/Application,question_style:scenario-application,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.9,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",multi,Which THREE should be checked before deploying a new workstation application?,OS/application compatibility and architecture,CPU/RAM/storage/graphics or hardware-token requirements,Device/network/operational/business impact,Whether antivirus can be disabled to make the installer run,,,,,"A,B,C","Compatibility, system requirements, and impact are explicit 1.10 considerations. Disabling security controls is not an installation requirement.",,"M12Q027,app_preinstall,category:app-preinstall,Scenario/Application,question_style:scenario-application,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.10,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",multi,Which THREE are explicitly part of A+ cloud-productivity support scope?,Email systems,Sync/folder settings,POST beep codes,Licensing assignment,,,,,"A,B,D","Email, storage sync/folder settings, and licensing assignment are objective 1.11 topics.",,"M12Q028,cloud_productivity,category:cloud-productivity,Foundation,question_style:foundation,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.11,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",short_answer,Which Linux command reports free/used space by mounted filesystem?,,,,,,,,,,Full credit for df or an unambiguous df invocation.,,"M12Q029,linux_storage,category:linux-storage,Foundation,question_style:foundation,question_type:short_answer",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.9,job_critical,Nexus-authored/source-guided current item,,unknown,"[""df"",""df -h"",""df command""]",df,"{""approved_text"":""Full credit for df or an unambiguous df invocation.""}",module12-short-v1,,1,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",short_answer,What built-in macOS feature is primarily used for backup and file-version recovery?,,,,,,,,,,Full credit for Time Machine.,,"M12Q030,macos_security_backup,category:macos-security-backup,Foundation,question_style:foundation,question_type:short_answer",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,1.8,job_critical,Nexus-authored/source-guided current item,,unknown,"[""Time Machine"",""time machine""]",Time Machine,"{""approved_text"":""Full credit for Time Machine.""}",module12-short-v1,,1,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",free_response,You receive one macOS ticket and one Linux ticket. The Mac has a frozen application; the Linux workstation reports low disk space. Explain an evidence-first approach for both without making unnecessary privileged or destructive changes.,,,,,,,,,,"8 concepts; pass 5/8 including at least two correct macOS concepts, two Linux evidence concepts, and one safety/verification concept.",,"M12Q031,cross_platform_support,category:cross-platform-support,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:free_response",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,"1.8,1.9",job_critical,Nexus-authored/source-guided current item,,unknown,,"[""Mac Force Quit for the frozen app if appropriate"",""inspect repeated-crash evidence before reinstall"",""identify macOS app/tool location"",""Linux df for filesystem space"",""du to narrow large directories"",""use ps/top if process context matters"",""avoid unnecessary sudo/rm/fsck"",""document evidence and verify original symptom""]","{""approved_text"":""8 concepts; pass 5/8 including at least two correct macOS concepts, two Linux evidence concepts, and one safety/verification concept.""}",module12-crossplatform-v1,,5,
"Module 12 — Cross-Platform Desktop, Applications & Cloud Productivity Support Quiz",free_response,"A new employee needs an approved desktop application and the company cloud productivity suite. Describe the checks you would make before installing/configuring them, including compatibility, distribution, impact, identity/license, sync, and verification.",,,,,,,,,,"9 concepts; pass 6/9 including one compatibility/resource concept, one approved distribution/impact concept, one identity/license/sync concept, and final verification.",,"M12Q032,app_cloud_onboarding,category:app-cloud-onboarding,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:free_response",,true,comptia_aplus,comptia_aplus_220-1202,1.0,module.aplus.core2.cross_platform_app_cloud_support,"1.10,1.11",job_critical,Nexus-authored/source-guided current item,,unknown,,"[""verify OS/architecture compatibility"",""verify CPU/RAM/storage/graphics/token requirements"",""use approved distribution source/method"",""consider device/network/operational/business impact"",""verify correct user identity"",""verify license assignment"",""configure/verify sync/folder settings as required"",""verify application launch and cloud workflow"",""document/handoff when permissions exceed role""]","{""approved_text"":""9 concepts; pass 6/9 including one compatibility/resource concept, one approved distribution/impact concept, one identity/license/sync concept, and final verification.""}",module12-appcloud-v1,,6,
