quiz_title,question_type,question_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,correct_answers,explanation,difficulty,tags,source,published,certification,certification_version,domain,module,objective_code,importance,source_name,source_url,permission_status,acceptable_answers,expected_concepts,rubric,rubric_version,answer_match_mode,min_concepts_for_pass,partial_credit
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,What safety concern is especially important before servicing a recently used laser printer?,NFC interference,The fuser may be very hot,The WAN may be too large,The display may be OLED,,,,,B,The fuser uses heat to bond toner and can remain hot after printing. Allow it to cool and follow vendor procedure.,,"M9Q011,laser_safety,category:laser-safety,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,A laser printer has a maintenance-kit warning. What is the best response?,Ignore the counter permanently,Delete all user profiles,Follow the model-specific maintenance-kit replacement/reset procedure,Change the Wi-Fi SSID,,,,,C,Maintenance kits are model-specific wear components. Follow manufacturer replacement and counter/reset procedure.,,"M9Q012,laser_maintenance,category:laser-maintenance,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,working_knowledge,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",multi,Select THREE appropriate laser-printer maintenance/troubleshooting actions.,Verify correct toner cartridge/seating,Allow the fuser to cool before service,Use approved cleaning/calibration procedures,Spray household cleaner directly into the printer,,,,,"A,B,C","Correct consumables, fuser safety, and approved cleaning/calibration are appropriate. Unapproved liquids can damage equipment and create hazards.",,"M9Q013,laser_maintenance,category:laser-maintenance,Scenario/Application,question_style:scenario-application,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,"3.8,5.6",job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,An inkjet printer develops missing/streaked colors after sitting unused. Which maintenance task is most appropriate first?,Replace the network switch,Rebuild a RAID array,Replace thermal paper,Run the vendor-approved print-head cleaning/nozzle maintenance procedure,,,,,D,Dried/clogged ink at the print head is a common cause of missing/streaked inkjet output.,,"M9Q014,inkjet_maintenance,category:inkjet-maintenance,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,working_knowledge,Owner-permitted ExamCompass printer topic-bank source-guided rewrite; wording newly authored,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,A direct thermal receipt printer is feeding blank ordinary copier paper. What should the technician check first?,Load the correct thermal media/orientation for the printer,Replace toner,Install an impact ribbon,Change the monitor resolution,,,,,A,Direct thermal printing depends on heat-sensitive thermal media. Ordinary copier paper will not produce the expected image.,,"M9Q015,thermal_maintenance,category:thermal-maintenance,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,working_knowledge,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,Which consumable is commonly replaced when impact-printer output becomes increasingly faint?,Toner cartridge,Ribbon,Thermal paper coating,OLED panel,,,,,B,"Impact printers commonly use an inked ribbon. As it wears, output becomes faint.",,"M9Q016,impact_maintenance,category:impact-maintenance,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,working_knowledge,Owner-permitted ExamCompass printer topic-bank source-guided rewrite; wording newly authored,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,Which printer technology is especially useful when printing multipart forms because the print head physically strikes the page?,OLED,Direct thermal only,Impact/dot-matrix,Laser only,,,,,C,Impact printers physically strike a ribbon/paper and can create multipart copies.,,"M9Q017,impact_maintenance,category:impact-maintenance,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,working_knowledge,Owner-permitted ExamCompass printer topic-bank source-guided rewrite; wording newly authored,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,Which component should a technician clean carefully according to vendor procedure on a thermal printer when debris affects output?,RAID controller,Wi-Fi antenna,LCD inverter,Heating element/print path,,,,,D,Thermal-printer maintenance can include cleaning the heating element/print path and removing debris using approved methods.,,"M9Q018,thermal_maintenance,category:thermal-maintenance,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.8,working_knowledge,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,"A printer can print its internal configuration page correctly, but an OS test page from one workstation never arrives. Which fault domain is strongest?",Client driver/queue/connection path,Printer paper chemistry only,Laser fuser hardware only,The printer cannot print at all,,,,,A,A good internal page proves much of the printer engine can operate. Failure from one workstation points upstream to client driver/queue/connectivity.,,"M9Q019,printer_troubleshooting,category:printer-troubleshooting,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Existing Nexus printer/Windows support fixture or concept — adapted for current A+ V15,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,Many jobs are stuck in a Windows print queue and the printer itself is online. Which Windows service is directly associated with managing queued print jobs?,DHCP Client,Print Spooler,Windows Time,Remote Registry,,,,,B,The Print Spooler manages Windows print jobs/queues. Troubleshoot/reset it according to approved procedure.,,"M9Q020,queue_troubleshooting,category:queue-troubleshooting,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Existing Nexus printer/Windows support fixture or concept — adapted for current A+ V15,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,"An OS test page prints correctly, but one specific application produces garbled output. What should the technician investigate next?",Replace the building router,Replace all printer rollers,Application/document print settings or application-specific driver/language interaction,Replace the monitor,,,,,C,"A working OS test page narrows the issue. If only one application fails, investigate that application/document/print path before hardware replacement.",,"M9Q021,printer_troubleshooting,category:printer-troubleshooting,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,"5.6,3.7",job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",multi,Select THREE checks that fit repeated paper jams or multifeed.,Verify correct paper type/condition and tray loading,Inspect guides/rollers/feed path for wear or debris,Check for overloaded/misaligned paper stack,Change DNS MX records,,,,,"A,B,C","Paper, guides, rollers/feed path, debris, and loading affect jams/multifeed. DNS does not feed paper.",,"M9Q022,paper_feed,category:paper-feed,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,A laser printer repeatedly produces faint pages. Which is the best first category to investigate?,WAN routing,Monitor refresh rate,Bluetooth pairing,Toner/print-density/calibration/media and related laser consumable path,,,,,D,Faded laser output points first toward toner/consumable/calibration/media/laser print path rather than unrelated network/display functions.,,"M9Q023,print_quality,category:print-quality,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Owner-permitted ExamCompass printer topic-bank source-guided rewrite; wording newly authored,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,A printer makes a new grinding noise during every feed cycle. What is the best response?,Stop repeated printing and inspect/escalate the mechanical feed/gear path according to procedure,Keep sending hundreds of test pages,Change the DNS server,Enable NFC,,,,,A,Repeated grinding is mechanical evidence. Continuing to print can worsen damage; inspect or escalate the mechanism.,,"M9Q024,mechanical_troubleshooting,category:mechanical-troubleshooting,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,A printer reports that Tray 2 is unavailable even though the tray is installed. What should be checked next?,SMTP port,"Tray seating/detection, paper-size configuration, and driver/device settings",CPU thermal paste,The Wi-Fi band on every laptop,,,,,B,Tray recognition depends on physical seating/sensors plus configuration/driver settings.,,"M9Q025,tray_finishing,category:tray-finishing,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,"A document prints in landscape when the user expects portrait, but output quality is otherwise normal. Which area is the best first check?",Fuser temperature,Toner density,Application/driver orientation settings,RAID state,,,,,C,"Orientation is primarily a print/application/driver setting, not a toner/fuser/storage issue.",,"M9Q026,settings_troubleshooting,category:settings-troubleshooting,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",single,"A network printer is reachable by IP from the technician PC, prints its internal page, but users connecting through a shared queue fail. What should be investigated next?",Thermal media,Impact ribbon,Projector lamp,Print server/share/queue/driver path,,,,,D,Reachability and internal printing are good. Failures through the shared queue point toward the print-server/share/driver path.,,"M9Q027,queue_troubleshooting,category:queue-troubleshooting,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,"5.6,3.7",job_critical,Existing Nexus printer/Windows support fixture or concept — adapted for current A+ V15,,unknown,,,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",short_answer,What three-letter acronym describes the automatic document feeder used to scan a stack of pages?,,,,,,,,,ADF,ADF stands for Automatic Document Feeder.,,"M9Q028,scan_workflows,category:scan-workflows,Foundation,question_style:foundation,question_type:short_answer",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,3.7,working_knowledge,Owner-permitted ExamCompass printer topic-bank source-guided rewrite; wording newly authored,,unknown,"[""ADF"",""Automatic Document Feeder"",""automatic document feeder""]",,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",short_answer,What Windows service manages the print queue/spooling process?,,,,,,,,,Print Spooler,The Windows Print Spooler service manages queued print jobs.,,"M9Q029,queue_troubleshooting,category:queue-troubleshooting,Foundation,question_style:foundation,question_type:short_answer",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,5.6,job_critical,Existing Nexus printer/Windows support fixture or concept — adapted for current A+ V15,,unknown,"[""Print Spooler"",""Spooler"",""print spooler"",""spooler""]",,,,,,
"Module 9 — Printers, MFDs & Print Troubleshooting Quiz",free_response,"HR cannot print onboarding packets from one workstation. The printer is powered on, prints its internal configuration page, and the same document prints from a neighboring workstation. On the affected PC, jobs briefly enter the queue and then disappear without output. Write an investigation, remediation/escalation, verification, and documentation plan.",,,,,,,,,Rubric graded,The evidence makes a printer-wide mechanical/network outage unlikely and points toward the affected workstation print path: queue/spooler/driver/port/settings.,,"M9Q030,integrated_printer_diagnosis,category:integrated-printer-diagnosis,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:free_response",,true,comptia_aplus,comptia_aplus_220-1201,3.0,module.aplus.core1.printers_mfds,"3.7,5.6",job_critical,Nexus-authored/source-guided current A+ V15 item,,unknown,,"[""confirm affected workstation/user/app scope"",""record queue/error behavior"",""print OS test page"",""inspect selected printer/port/status/driver"",""inspect Print Spooler/queue according to approved procedure"",""avoid changing printer hardware when other client works"",""use known-good driver/queue or reset/restart approved spooler path"",""escalate if managed print-server policy/driver package requires admin"",""verify OS test page and original onboarding document"",""document evidence/action/user update""]","{""approved_text"":""10 concepts, 1 point each; pass 7/10. Must not diagnose printer hardware as primary without contradicting the supplied evidence. Correct admin escalation is acceptable.""}",module9-printer-fr-v1,,7,
