quiz_title,question_type,question_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,correct_answers,explanation,difficulty,tags,source,published,certification,certification_version,domain,module,objective_code,importance,source_name,source_url,permission_status,acceptable_answers,expected_concepts,rubric,rubric_version,answer_match_mode,min_concepts_for_pass,partial_credit
Module 10 — Virtualization & Cloud Foundations Quiz,single,Which service model usually gives the customer the most responsibility for the guest OS and installed apps?,SaaS,PaaS,IaaS,Community cloud,,,,,C,IaaS supplies infrastructure while the customer manages more of the OS/app stack.,,"M10Q011,cloud_service_models,category:cloud-service-models,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,An organization keeps sensitive workloads in private cloud but uses a public provider for other workloads. Which deployment model is this?,Community,Dedicated resource,Public only,Hybrid,,,,,D,Hybrid combines private and public cloud use.,,"M10Q012,cloud_deployment_models,category:cloud-deployment-models,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,A provider automatically adds capacity during a traffic spike and reduces it afterward. Which characteristic is this?,Elasticity,Multitenancy,Ingress,File synchronization,,,,,A,Elasticity adjusts resources with demand.,,"M10Q013,cloud_characteristics,category:cloud-characteristics,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,job_critical,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,What does multitenancy mean?,Every customer gets dedicated hardware,Multiple customers share infrastructure while remaining logically isolated,All customers share passwords,Only one app runs per server,,,,,B,Multitenancy shares infrastructure while isolating tenant data/configuration logically.,,"M10Q014,cloud_characteristics,category:cloud-characteristics,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,A cloud provider charges based on storage and compute actually consumed. Which concept is this?,High availability,Community cloud,Metered utilization,VDI,,,,,C,Metered utilization tracks consumption for usage/cost.,,"M10Q015,cloud_characteristics,category:cloud-characteristics,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,"A file is current in the cloud portal and on other users’ devices, but one laptop still shows an older copy while its internet connection works. What should be investigated first?",Replace the provider,Add VM CPU,Move to IaaS,That device’s synchronization client/account state,,,,,D,"The provider copy and other clients are current, so the affected laptop’s synchronization client/account state is the most specific first fault domain.",,"M10Q016,cloud_sync_support,category:cloud-sync-support,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,A desktop hypervisor says hardware virtualization is unavailable. What should be checked before assuming the CPU lacks support?,Firmware/UEFI virtualization setting and CPU capability,Cloud invoice,Monitor cable,Printer queue,,,,,A,Virtualization support can exist but be disabled in firmware.,,"M10Q017,host_requirements,category:host-requirements,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.1,job_critical,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,Which shortage can prevent creation of a large virtual disk even when CPU use is low?,Refresh rate,Available host storage,DNS TTL,Bluetooth version,,,,,B,Virtual disks require real storage capacity.,,"M10Q018,host_resources,category:host-resources,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.1,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,Which use case most directly benefits from a disposable sandbox?,Long-term archive,Production database HA,Test a utility and discard all changes afterward,Replace a switch,,,,,C,A sandbox is designed for temporary isolated execution.,,"M10Q019,virtualization_use_cases,category:virtualization-use-cases,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.1,working_knowledge,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,Several organizations with common regulatory needs jointly use a cloud environment designed for them. Which model fits?,Public,Hybrid,Private,Community,,,,,D,Community cloud serves organizations with common requirements.,,"M10Q020,cloud_deployment_models,category:cloud-deployment-models,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,awareness,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,Which term describes data leaving a cloud provider toward another destination?,Egress,Ingress,Elasticity,Multitenancy,,,,,A,Egress is outbound data.,,"M10Q021,cloud_characteristics,category:cloud-characteristics,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,Which statement best distinguishes availability from elasticity?,Availability changes billing; elasticity encrypts files,Availability concerns service reachability; elasticity concerns changing capacity with demand,Availability is private-only,They are synonyms,,,,,B,Availability is about service access; elasticity is dynamic capacity.,,"M10Q022,cloud_characteristics,category:cloud-characteristics,Foundation,question_style:foundation,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,A developer needs lightweight isolated instances of the same application stack with less overhead than a full guest OS per instance. Which fits best?,VDI,Type 1 only,Containers,Community cloud,,,,,C,Containers are lighter-weight application isolation.,,"M10Q023,vdi_containers,category:vdi-containers,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.1,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,single,A team deploys code to a managed runtime and does not administer the underlying OS. Which service model fits best?,Private cloud,SaaS,IaaS,PaaS,,,,,D,PaaS provides a managed platform/runtime.,,"M10Q024,cloud_service_models,category:cloud-service-models,Scenario/Application,question_style:scenario-application,question_type:single",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,multi,Which THREE are valid A+ virtualization/isolation use cases?,Test/development sandbox,Guarantee malware is harmless,Run legacy software in an isolated compatible environment,Support cross-platform application needs,,,,,"A,C,D","Testing, legacy compatibility, and cross-platform/application isolation are valid; isolation is not a malware guarantee.",,"M10Q025,virtualization_use_cases,category:virtualization-use-cases,Foundation,question_style:foundation,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.1,working_knowledge,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,multi,Which THREE host areas should be considered before adding more VMs?,Available CPU/RAM,Storage capacity/performance,Printer toner,Network/security requirements,,,,,"A,B,D","VM planning includes compute/memory, storage, and network/security.",,"M10Q026,host_resources,category:host-resources,Scenario/Application,question_style:scenario-application,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.1,job_critical,Nexus-authored/source-guided current item,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,multi,Which THREE are cloud characteristics/usage concepts in objective 4.2?,Elasticity,POST codes,Metered utilization,Multitenancy,,,,,"A,C,D",These three are explicit cloud concepts.,,"M10Q027,cloud_characteristics,category:cloud-characteristics,Foundation,question_style:foundation,question_type:multi",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Owner-permitted ExamCompass topic concept — source-guided rewrite; no verbatim copying,,unknown,,,,,,,
Module 10 — Virtualization & Cloud Foundations Quiz,short_answer,What cloud service model delivers a finished application while the provider manages the underlying platform and infrastructure?,,,,,,,,,,Full credit for SaaS or an unambiguous expansion.,,"M10Q028,cloud_service_models,category:cloud-service-models,Foundation,question_style:foundation,question_type:short_answer",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,working_knowledge,Nexus-authored/source-guided current item,,unknown,"[""SaaS"",""Software as a Service"",""software-as-a-service""]",SaaS,"{""approved_text"":""Full credit for SaaS or an unambiguous expansion.""}",module10-short-v1,,1,
Module 10 — Virtualization & Cloud Foundations Quiz,short_answer,What cloud characteristic means resources can grow or shrink as demand changes?,,,,,,,,,,Full credit for elasticity or clearly equivalent wording.,,"M10Q029,cloud_characteristics,category:cloud-characteristics,Foundation,question_style:foundation,question_type:short_answer",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,4.2,job_critical,Existing Nexus validated concept/explanation — adapted to current A+ V15 scenario,,unknown,"[""elasticity"",""elastic"",""auto scaling when defined as demand-based resource change""]",elasticity,"{""approved_text"":""Full credit for elasticity or clearly equivalent wording.""}",module10-short-v1,,1,
Module 10 — Virtualization & Cloud Foundations Quiz,free_response,"A support team must (1) test a legacy Windows utility, (2) provide centrally managed desktops to remote users, and (3) choose an appropriate cloud service model for a web-based help-desk application. Recommend safe high-level choices for each need and explain the host/service evidence, ownership boundaries, approval, and verification you would check before making changes.",,,,,,,,,,"8 concepts; pass 5/8 including one virtualization choice, one cloud service/support-boundary concept, and one evidence/safety/verification concept.",,"M10Q030,integrated_virtualization_cloud,category:integrated-virtualization-cloud,Troubleshooting/Reasoning,question_style:troubleshooting-reasoning,question_type:free_response",,true,comptia_aplus,comptia_aplus_220-1201,4.0,module.aplus.core1.virtualization_cloud_foundations,"4.1,4.2",job_critical,Nexus-authored/source-guided current item,,unknown,,"[""legacy utility in approved VM/sandbox"",""VDI for centrally hosted desktop"",""SaaS/PaaS/IaaS choice tied to ownership"",""host CPU/RAM/storage/network/security evidence"",""provider vs customer support boundary"",""approval/change boundary"",""cloud service/account/client evidence"",""verification""]","{""approved_text"":""8 concepts; pass 5/8 including one virtualization choice, one cloud service/support-boundary concept, and one evidence/safety/verification concept.""}",module10-design-v1,,5,
