quiz_title,question_type,question_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,option_h,correct_answers,explanation,difficulty,tags,source,published,certification,certification_version,domain,module,objective_code,importance,source_name,source_url,permission_status,acceptable_answers,expected_concepts,rubric,rubric_version,answer_match_mode,min_concepts_for_pass,partial_credit
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,Why capture a BSOD stop code?,It identifies evidence for driver hardware or system investigation,It increases RAM,It repairs the filesystem,It joins the domain,,,,,A,The stop code and timestamp make later correlation possible.,1,"bsod,evidence",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,Windows starts in Safe Mode after a recent display-driver change. What is a reasonable test?,Roll back the display driver then boot normally,Replace every component,Disable all security,Delete user documents,,,,,A,Safe Mode plus change history supports a controlled driver rollback test.,2,"startup,safe-mode,driver",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,Repeated forced power-offs during failed boot attempts create what concern?,Filesystem and user-data damage,Faster startup,Better cooling,Stronger permissions,,,,,A,Hard power-offs can corrupt open data and filesystem state.,1,"startup,safety",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,Unexpected shutdowns occur only during heavy workloads. Which evidence is useful?,Temperature power and event history,Desktop icon order,Printer toner,UNC path,,,,,A,Load-related shutdowns warrant thermal/power correlation plus Windows records.,2,"shutdown,hardware",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,Which Windows tool presents a day-by-day stability timeline that correlates application failures and system changes?,Reliability Monitor,Task Manager,Device Manager,System Information,,,,,A,Reliability Monitor provides a stability history organized over time; the other tools show live processes devices or system inventory.,1,"crash,reliability",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team (adapted from seed nexus-authored:PDF editor crash ticket),,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,A PDF app exports one page but crashes on one large annotated file. What is the strongest next evidence?,Find the smallest repeatable file/operation boundary,Reinstall Windows immediately,Replace the network switch,Clear every event log,,,,,A,Narrowing the repeatable boundary supports app/vendor investigation.,2,"application,scope",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team (adapted from seed nexus-authored:PDF editor crash ticket),,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,"Event Viewer repeatedly records Event 1000 for a crashing application and names addin.dll as the faulting module. What is the best interpretation?",The add-in is a strong lead that should be isolated and verified,The named module proves the Windows kernel is corrupt,The event proves the user's profile cannot be involved,The event is irrelevant because only BSOD records matter,,,,,A,A repeatedly named add-in module is a strong diagnostic lead but still requires a controlled isolation test before declaring root cause.,2,"crash,event-viewer,reasoning",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team (adapted from validated seed: Windows Deep Troubleshooting),,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",multi,"Which THREE comparisons can help isolate a repeatable application crash?",Open a different file in the same app,Run the same operation under another approved user profile,Test the same file/operation on a known-good workstation,Change the workstation's IP address without network evidence,Replace the PSU before checking whether the failure follows the file,,,,A|B|C,File user and workstation comparisons reveal whether the failure follows data profile application or device; unrelated changes obscure that boundary.,2,"application,isolation",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,What proves an application-crash fix?,The exact original operation completes repeatedly without the error,The app icon is present,Windows boots,The technician feels confident,,,,,A,Verification repeats the action that failed under comparable conditions.,1,"verification,application",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",single,What belongs in a completed troubleshooting ticket?,Symptom evidence cause/action and verification,Only fixed,Only the user's name,A list of unrelated commands,,,,,A,A useful ticket preserves the reasoning and proof for future support.,1,"documentation,verification",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,working_knowledge,Nexus curriculum team,,owned,,,,,,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",short_answer,What Windows tool can be opened with perfmon /rel to show a failure timeline?,,,,,,,,,-,Reliability Monitor is opened by perfmon /rel.,1,"tools,short-answer",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,"[""Reliability Monitor"", ""reliability history"", ""perfmon /rel"", ""perfmon.exe /rel""]",,,,normalized,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",short_answer,What Windows startup mode loads a limited set of drivers and services for diagnosis?,,,,,,,,,-,Safe Mode starts Windows with a limited baseline.,1,"startup,short-answer",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,"[""Safe Mode"", ""safe mode with networking"", ""safe mode with command prompt""]",,,,normalized,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",short_answer,What built-in Windows tool shows live per-process CPU memory disk and network use?,,,,,,,,,-,Task Manager provides the expected live process/resource view.,1,"performance,short-answer",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,"[""Task Manager"", ""taskmgr"", ""taskmgr.exe""]",,,,normalized,,
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",free_response,A user says a Windows PC is very slow after sign-in. Explain an evidence-first diagnosis and verification plan.,,,,,,,,,-,A strong answer defines timing and scope measures CPU memory disk and startup identifies a process changes safely and repeats the workload.,3,"performance,free-response",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,"[{""concept"":""scope and baseline"",""aliases"": [""when slow"",""reproduce""]},{""concept"":""measure resources"",""aliases"": [""CPU"",""memory"",""disk""]},{""concept"":""identify process/startup cause"",""aliases"": [""Task Manager"",""startup apps""]},{""concept"":""safe change"",""aliases"": [""approved"",""one change""]},{""concept"":""verify"",""aliases"": [""reboot"",""repeat workload"",""measure again""]}]","{""pass"":""Measures the issue, identifies the responsible resource/process, changes safely, and repeats the original workload."",""partial"":""Uses Task Manager but lacks controlled change or verification."",""fail"":""Performs random cleanup or reinstall without evidence.""}",wintriage-2026-08-a,,4,true
"A+ Windows Performance, Startup & Application Troubleshooting — Module Bank",free_response,A Windows application crashes during one repeatable operation. Describe the evidence and isolation steps you would use before escalating.,,,,,,,,,-,A strong answer captures error/time tests scope and repeatability checks versions/changes/logs preserves evidence and escalates with a reproducible case.,3,"application,free-response",Nexus curriculum team,false,comptia_aplus,comptia_aplus_220-1202,3.0,module.aplus.core2.windows_troubleshooting,3.1,job_critical,Nexus curriculum team,,owned,,"[{""concept"":""capture error and time"",""aliases"": [""exact error"",""timestamp""]},{""concept"":""isolate scope"",""aliases"": [""another file"",""another user"",""another PC""]},{""concept"":""check changes and versions"",""aliases"": [""update"",""supported version""]},{""concept"":""logs"",""aliases"": [""Reliability Monitor"",""Event Viewer""]},{""concept"":""reproducible escalation"",""aliases"": [""smallest repeatable"",""evidence""]}]","{""pass"":""Captures exact evidence, isolates scope, checks changes/logs, and escalates a reproducible case."",""partial"":""Captures an error but provides weak isolation or escalation evidence."",""fail"":""Deletes evidence or immediately reinstalls the OS.""}",wintriage-2026-08-a,,4,true
